,std,no_Local,no_local_std,random,ias
5,,,0.0019548264674403666,0.0019548264674403666,0.0019569141986672243
6,,,0.0018275593951833627,0.0019705586026831415,0.0018697956158903952
7,,,0.0017795490996195128,0.001920786262923482,0.0018532346711713874
8,,,0.0016699413213719441,0.0017619960331210398,0.0018502407158253135
9,,,0.00159890510350906,0.0016859640524486865,0.001812856171637581
10,,,0.001490585007682027,0.0015928091129475098,0.0018056718654162556
11,,,0.0014419894855722177,0.001548576990343199,0.001820643086181542
12,,,0.0013839859279247016,0.0015589521494791048,0.0018073976771934635
13,,,0.0013369443058788195,0.0015208362146506183,0.0018262291829518361
14,,,0.0013264607367211355,0.0014959838393134768,0.0017956925034863906
15,,,0.0012790935639692086,0.0014538853489602251,0.001735205571134867
16,,,0.0012497511151504854,0.0014338185379399525,0.001724813351815636
17,,,0.0012360802586964623,0.0014062594992863987,0.0016907073453034393
18,,,0.001199417284843537,0.0013817669299681175,0.0016289341146419947
19,,,0.0011686700583425063,0.0013397061954347025,0.0015620159336182178
20,,,0.0011245284393984996,0.001330943811777528,0.0015154099975323632
21,,,0.0010978562796854154,0.0013186203515427907,0.0014968421105567991
22,,,0.001069242213296383,0.001295562482264522,0.001531546264854616
23,,,0.001056476490764237,0.0013114454976498988,0.0015307114754613998
24,,,0.0010530544272707185,0.0012867520016879358,0.0015326917785392922
25,,,0.001047582213726381,0.0012693937421834486,0.0015264788516678467
